scenario_id,model,run_idx,difficulty,domain,pivot_turn,turns_used,booking_done,early_booking_turn,first_hall_turn,total_hallucinations,hallucination_types,latency_total_s
easy_01,llama-3.3-70b-instruct,1,easy,restaurant,13,16,True,5.0,,0,[],230.632
easy_01,llama-3.3-70b-instruct,2,easy,restaurant,13,16,True,6.0,,0,[],22.317
easy_01,llama-3.3-70b-instruct,3,easy,restaurant,13,16,True,6.0,,0,[],31.116
easy_02,llama-3.3-70b-instruct,1,easy,restaurant,13,16,True,7.0,,0,[],42.659
easy_02,llama-3.3-70b-instruct,2,easy,restaurant,13,16,True,6.0,,0,[],31.108
easy_02,llama-3.3-70b-instruct,3,easy,restaurant,13,16,True,6.0,,0,[],33.24
easy_03,llama-3.3-70b-instruct,1,easy,restaurant,13,16,True,7.0,,0,[],27.358
easy_03,llama-3.3-70b-instruct,2,easy,restaurant,13,16,True,9.0,,0,[],19.196
easy_03,llama-3.3-70b-instruct,3,easy,restaurant,13,16,True,8.0,,0,[],38.193
easy_04,llama-3.3-70b-instruct,1,easy,restaurant,13,16,True,6.0,,0,[],39.005
easy_04,llama-3.3-70b-instruct,2,easy,restaurant,13,16,True,6.0,,0,[],21.419
easy_04,llama-3.3-70b-instruct,3,easy,restaurant,13,16,True,6.0,,0,[],33.867
easy_05,llama-3.3-70b-instruct,1,easy,restaurant,13,16,True,6.0,,0,[],32.868
easy_05,llama-3.3-70b-instruct,2,easy,restaurant,13,16,True,7.0,,0,[],36.077
easy_05,llama-3.3-70b-instruct,3,easy,restaurant,13,16,True,7.0,,0,[],26.655
easy_06,llama-3.3-70b-instruct,1,easy,restaurant,13,16,True,6.0,,0,[],17.377
easy_06,llama-3.3-70b-instruct,2,easy,restaurant,13,16,True,6.0,,0,[],26.668
easy_06,llama-3.3-70b-instruct,3,easy,restaurant,13,16,True,7.0,,0,[],25.003
flight_easy_01,llama-3.3-70b-instruct,1,easy,flight,13,16,True,10.0,,0,[],33.839
flight_easy_01,llama-3.3-70b-instruct,2,easy,flight,13,16,True,10.0,,0,[],25.221
flight_easy_01,llama-3.3-70b-instruct,3,easy,flight,13,16,True,10.0,,0,[],34.71
flight_easy_02,llama-3.3-70b-instruct,1,easy,flight,13,17,True,,,0,[],22.116
flight_easy_02,llama-3.3-70b-instruct,2,easy,flight,13,17,True,,,0,[],36.365
flight_easy_02,llama-3.3-70b-instruct,3,easy,flight,13,17,True,,,0,[],252.309
flight_easy_03,llama-3.3-70b-instruct,1,easy,flight,13,17,True,10.0,,0,[],27.955
flight_easy_03,llama-3.3-70b-instruct,2,easy,flight,13,17,True,11.0,,0,[],38.094
flight_easy_03,llama-3.3-70b-instruct,3,easy,flight,13,17,True,11.0,,0,[],29.263
flight_easy_04,llama-3.3-70b-instruct,1,easy,flight,13,16,True,10.0,,0,[],31.327
flight_easy_04,llama-3.3-70b-instruct,2,easy,flight,13,16,True,10.0,,0,[],38.479
flight_easy_04,llama-3.3-70b-instruct,3,easy,flight,13,16,True,10.0,,0,[],33.547
medium_01,llama-3.3-70b-instruct,1,medium,restaurant,13,17,True,7.0,,0,[],24.61
medium_01,llama-3.3-70b-instruct,2,medium,restaurant,13,17,True,7.0,,0,[],37.77
medium_01,llama-3.3-70b-instruct,3,medium,restaurant,13,17,True,7.0,,0,[],56.985
medium_02,llama-3.3-70b-instruct,1,medium,restaurant,13,17,True,7.0,,0,[],95.118
medium_02,llama-3.3-70b-instruct,2,medium,restaurant,13,17,True,6.0,,0,[],27.845
medium_02,llama-3.3-70b-instruct,3,medium,restaurant,13,17,True,7.0,,0,[],23.952
medium_03,llama-3.3-70b-instruct,1,medium,restaurant,13,16,True,7.0,,0,[],33.296
medium_03,llama-3.3-70b-instruct,2,medium,restaurant,13,16,True,7.0,,0,[],17.26
medium_03,llama-3.3-70b-instruct,3,medium,restaurant,13,16,True,7.0,,0,[],33.284
medium_04,llama-3.3-70b-instruct,1,medium,restaurant,13,17,True,7.0,,0,[],40.654
medium_04,llama-3.3-70b-instruct,2,medium,restaurant,13,17,True,6.0,,0,[],27.482
medium_04,llama-3.3-70b-instruct,3,medium,restaurant,13,17,True,7.0,,0,[],38.387
medium_05,llama-3.3-70b-instruct,1,medium,restaurant,13,16,True,7.0,,0,[],31.232
medium_05,llama-3.3-70b-instruct,2,medium,restaurant,13,16,True,9.0,,0,[],38.033
medium_05,llama-3.3-70b-instruct,3,medium,restaurant,13,16,True,6.0,,0,[],130.774
medium_06,llama-3.3-70b-instruct,1,medium,restaurant,13,17,True,7.0,,0,[],29.922
medium_06,llama-3.3-70b-instruct,2,medium,restaurant,13,17,True,7.0,,0,[],22.953
medium_06,llama-3.3-70b-instruct,3,medium,restaurant,13,17,True,7.0,,0,[],23.738
flight_medium_01,llama-3.3-70b-instruct,1,medium,flight,13,16,True,12.0,,0,[],19.594
flight_medium_01,llama-3.3-70b-instruct,2,medium,flight,13,16,True,12.0,,0,[],18.556
flight_medium_01,llama-3.3-70b-instruct,3,medium,flight,13,16,True,11.0,,0,[],22.184
flight_medium_02,llama-3.3-70b-instruct,1,medium,flight,13,16,True,,,0,[],17.326
flight_medium_02,llama-3.3-70b-instruct,2,medium,flight,13,16,True,11.0,,0,[],20.723
flight_medium_02,llama-3.3-70b-instruct,3,medium,flight,13,16,True,11.0,,0,[],19.844
flight_medium_03,llama-3.3-70b-instruct,1,medium,flight,13,22,True,11.0,,0,[],50.775
flight_medium_03,llama-3.3-70b-instruct,2,medium,flight,13,16,True,11.0,,0,[],36.957
flight_medium_03,llama-3.3-70b-instruct,3,medium,flight,13,22,True,11.0,,0,[],64.521
flight_medium_04,llama-3.3-70b-instruct,1,medium,flight,13,16,True,11.0,,0,[],87.555
flight_medium_04,llama-3.3-70b-instruct,2,medium,flight,13,16,True,,,0,[],20.193
flight_medium_04,llama-3.3-70b-instruct,3,medium,flight,13,16,True,10.0,,0,[],35.207
hard_01,llama-3.3-70b-instruct,1,hard,restaurant,13,17,True,7.0,,0,[],31.516
hard_01,llama-3.3-70b-instruct,2,hard,restaurant,13,17,True,6.0,,0,[],38.212
hard_01,llama-3.3-70b-instruct,3,hard,restaurant,13,17,True,7.0,,0,[],23.284
hard_02,llama-3.3-70b-instruct,1,hard,restaurant,13,17,True,9.0,,0,[],39.452
hard_02,llama-3.3-70b-instruct,2,hard,restaurant,13,17,True,7.0,,0,[],27.205
hard_02,llama-3.3-70b-instruct,3,hard,restaurant,13,17,True,7.0,,0,[],72.437
hard_03,llama-3.3-70b-instruct,1,hard,restaurant,13,17,True,7.0,,0,[],35.328
hard_03,llama-3.3-70b-instruct,2,hard,restaurant,13,17,True,7.0,,0,[],32.23
hard_03,llama-3.3-70b-instruct,3,hard,restaurant,13,17,True,7.0,,0,[],30.608
hard_04,llama-3.3-70b-instruct,1,hard,restaurant,13,16,True,7.0,,0,[],23.967
hard_04,llama-3.3-70b-instruct,2,hard,restaurant,13,16,True,7.0,,0,[],24.288
hard_04,llama-3.3-70b-instruct,3,hard,restaurant,13,16,True,8.0,,0,[],43.253
hard_05,llama-3.3-70b-instruct,1,hard,restaurant,13,17,True,7.0,7.0,2,"[""PREMATURE_COMMIT"", ""PREMATURE_COMMIT""]",29.107
hard_05,llama-3.3-70b-instruct,2,hard,restaurant,13,17,True,8.0,8.0,2,"[""PREMATURE_COMMIT"", ""PREMATURE_COMMIT""]",32.737
hard_05,llama-3.3-70b-instruct,3,hard,restaurant,13,17,True,7.0,,0,[],42.353
hard_06,llama-3.3-70b-instruct,1,hard,restaurant,13,17,True,9.0,,0,[],54.529
hard_06,llama-3.3-70b-instruct,2,hard,restaurant,13,17,True,7.0,,0,[],40.321
hard_06,llama-3.3-70b-instruct,3,hard,restaurant,13,17,True,7.0,,0,[],51.421
flight_hard_01,llama-3.3-70b-instruct,1,hard,flight,13,16,True,11.0,,0,[],45.906
flight_hard_01,llama-3.3-70b-instruct,2,hard,flight,13,16,True,11.0,,0,[],27.151
flight_hard_01,llama-3.3-70b-instruct,3,hard,flight,13,16,True,11.0,,0,[],27.877
flight_hard_02,llama-3.3-70b-instruct,1,hard,flight,13,22,True,11.0,,0,[],58.267
flight_hard_02,llama-3.3-70b-instruct,2,hard,flight,13,22,True,11.0,,0,[],227.636
flight_hard_02,llama-3.3-70b-instruct,3,hard,flight,13,22,True,11.0,,0,[],78.786
flight_hard_03,llama-3.3-70b-instruct,1,hard,flight,13,16,True,11.0,,0,[],25.839
flight_hard_03,llama-3.3-70b-instruct,2,hard,flight,13,16,True,11.0,,0,[],24.359
